k;seed;inf;tim
0;269;0.000000;0.000128
1;240;0.000000;0.003069
2;256;0.000000;0.006604
3;88;0.000000;0.010154
4;36;0.000000;0.014006
5;102;0.000000;0.018108
6;224;0.000000;0.022363
7;298;0.000000;0.026789
8;40;0.000000;0.031382
9;403;0.000000;0.036213
10;488;0.000000;0.041219
11;110;0.000000;0.046446
12;137;0.000000;0.051924
13;172;0.000100;0.057556
14;149;0.000000;0.063392
15;466;0.000000;0.069510
16;217;0.000200;0.075821
17;277;0.000100;0.082375
18;28;0.000200;0.089158
19;462;0.000200;0.096280
20;304;0.000600;0.103607
21;467;0.000400;0.111308
22;285;0.000800;0.119273
23;46;0.000700;0.127370
24;485;0.001000;0.135728
25;87;0.000800;0.144328
26;91;0.001600;0.153179
27;481;0.001500;0.162177
28;57;0.001700;0.171347
29;242;0.001800;0.180736
30;360;0.002700;0.190359
31;27;0.002200;0.200152
32;493;0.002700;0.210109
33;407;0.003500;0.220301
34;234;0.003500;0.230680
35;5;0.003700;0.241319
36;416;0.004900;0.252200
37;32;0.005000;0.263311
38;55;0.005000;0.274732
39;432;0.005800;0.286350
40;228;0.007300;0.298142
41;372;0.008100;0.310245
42;409;0.006700;0.322462
43;393;0.009000;0.334971
44;324;0.009100;0.347770
45;24;0.009800;0.360781
46;66;0.011100;0.374053
47;492;0.012500;0.387513
48;296;0.010700;0.401226
49;367;0.012200;0.415158
50;130;0.014800;0.429303
51;333;0.015300;0.443609
52;212;0.015500;0.458128
53;299;0.015500;0.472733
54;52;0.017400;0.487541
55;111;0.016600;0.502606
56;129;0.018200;0.517545
57;95;0.020800;0.532906
58;482;0.019600;0.548490
59;489;0.020900;0.564183
60;245;0.021400;0.580012
61;306;0.022000;0.595907
62;350;0.023300;0.611918
63;17;0.021700;0.628112
64;431;0.021500;0.644442
65;231;0.022100;0.660934
66;497;0.023800;0.677502
67;375;0.023700;0.694188
68;209;0.024300;0.710956
69;239;0.025700;0.727841
70;303;0.024800;0.744782
71;204;0.026600;0.761823
72;222;0.025600;0.778939
73;490;0.026400;0.796135
74;271;0.026700;0.813399
75;261;0.026700;0.830816
76;356;0.030300;0.848361
77;75;0.027600;0.866026
78;175;0.031900;0.883761
79;335;0.032000;0.901574
80;186;0.029400;0.919575
81;62;0.031600;0.937676
82;126;0.032800;0.955888
83;370;0.034700;0.974256
84;498;0.035600;0.992749
85;258;0.038400;1.011386
86;21;0.035700;1.030134
87;274;0.040200;1.049099
88;106;0.039400;1.068113
89;247;0.041600;1.087361
90;328;0.042800;1.106662
91;97;0.046100;1.126092
92;263;0.042400;1.145641
93;13;0.046600;1.165395
94;241;0.047000;1.185285
95;450;0.050400;1.205260
96;146;0.050700;1.225349
97;327;0.052200;1.245562
98;494;0.053600;1.265962
99;156;0.052100;1.286492
100;33;0.052700;1.307144
101;167;0.055700;1.327984
102;8;0.055500;1.348920
103;250;0.057600;1.370019
104;123;0.058500;1.391232
105;49;0.055500;1.412547
106;478;0.059100;1.434004
107;376;0.061500;1.455564
108;310;0.059200;1.477255
109;166;0.061100;1.499004
110;325;0.060400;1.520863
111;475;0.057800;1.542758
112;398;0.061300;1.564759
113;147;0.062900;1.586808
114;454;0.059600;1.608935
115;56;0.064300;1.631085
116;83;0.064000;1.653297
117;153;0.061800;1.675605
118;459;0.064600;1.697975
119;279;0.064000;1.720388
120;198;0.063600;1.742876
121;470;0.064200;1.765385
122;131;0.064400;1.788207
123;463;0.067500;1.810948
124;244;0.065700;1.833392
125;429;0.066700;1.856145
126;143;0.066100;1.878909
127;255;0.067600;1.902100
128;400;0.068100;1.926098
129;197;0.067900;1.950267
130;1;0.070900;1.974468
131;266;0.070700;1.998733
132;332;0.069500;2.023090
133;69;0.068900;2.047589
134;68;0.075200;2.072151
135;359;0.075300;2.096846
136;323;0.076600;2.121637
137;282;0.078100;2.146485
138;202;0.078800;2.171480
139;155;0.079100;2.196643
140;278;0.085100;2.221920
141;133;0.085700;2.247376
142;455;0.088400;2.272989
143;410;0.090700;2.298699
144;320;0.093000;2.324519
145;70;0.093200;2.350429
146;402;0.096900;2.376471
147;79;0.096700;2.402635
148;86;0.095400;2.428868
149;405;0.099800;2.455198
150;479;0.100300;2.481628
151;411;0.102100;2.508114
152;451;0.103800;2.534718
153;9;0.104400;2.561441
154;388;0.103200;2.588223
155;342;0.103500;2.615021
156;248;0.103300;2.641951
157;311;0.105200;2.668927
158;428;0.105100;2.695954
159;96;0.105200;2.723026
160;31;0.104300;2.750222
161;496;0.108400;2.777508
162;43;0.105900;2.804872
163;120;0.107500;2.832340
164;124;0.108800;2.859915
165;340;0.114300;2.887566
166;194;0.118000;2.915266
167;300;0.115200;2.943025
168;26;0.115600;2.970842
169;270;0.117000;2.998805
170;286;0.116200;3.026823
171;164;0.119900;3.054938
172;268;0.121700;3.083103
173;243;0.127700;3.111902
174;471;0.128100;3.139025
175;30;0.128600;3.166196
176;184;0.129700;3.193454
177;18;0.130700;3.220803
178;330;0.131200;3.248257
179;276;0.132900;3.275791
180;125;0.133300;3.303375
181;275;0.136300;3.331086
182;345;0.132600;3.358869
183;280;0.138500;3.386719
184;108;0.141700;3.414667
185;221;0.140500;3.442660
186;188;0.145000;3.470762
187;128;0.145700;3.498938
188;152;0.144600;3.527258
189;267;0.146200;3.555560
190;399;0.147100;3.584066
191;380;0.150700;3.612524
192;361;0.153000;3.641228
193;174;0.149300;3.669877
194;265;0.152400;3.698528
195;14;0.155100;3.727255
196;71;0.151400;3.756044
197;64;0.153900;3.784939
198;308;0.157000;3.813913
199;318;0.159600;3.842948
200;246;0.160700;3.872055
201;45;0.156900;3.901221
202;59;0.163200;3.930475
203;437;0.161600;3.959795
204;47;0.164700;3.989199
205;465;0.165800;4.018681
206;378;0.167900;4.048247
207;6;0.168600;4.077867
208;339;0.169100;4.107542
209;132;0.175400;4.137307
210;312;0.181800;4.167131
211;259;0.179800;4.197057
212;82;0.181300;4.227026
213;235;0.178300;4.257035
214;264;0.188000;4.287117
215;341;0.183400;4.317255
216;37;0.184500;4.347444
217;10;0.188100;4.377677
218;12;0.182900;4.407977
219;89;0.189200;4.438354
220;117;0.193100;4.468806
221;406;0.192900;4.499301
222;92;0.194800;4.529899
223;213;0.200000;4.560549
224;392;0.199800;4.591266
225;185;0.202600;4.622009
226;20;0.205400;4.652829
227;34;0.205100;4.683723
228;101;0.205800;4.714719
229;171;0.213300;4.745775
230;302;0.213600;4.776911
231;81;0.214800;4.808089
232;233;0.213500;4.839352
233;127;0.213700;4.870670
234;93;0.224500;4.902048
235;385;0.218900;4.933495
236;215;0.221300;4.964995
237;48;0.218100;4.996538
238;426;0.230500;5.028156
239;35;0.222900;5.059807
240;420;0.232500;5.091568
241;169;0.234000;5.123397
242;317;0.225800;5.155601
243;386;0.232800;5.187701
244;236;0.234900;5.219739
245;90;0.233300;5.251811
246;397;0.233800;5.283924
247;25;0.239300;5.316093
248;157;0.233400;5.348332
