k;seed;inf;tim
0;23;2471.674250;0.001344
10;1237;2484.960400;16.083734
20;3634;2496.783350;32.206983
30;2892;2508.247975;48.371415
40;1124;2518.348425;64.550437
50;480;2528.241800;80.748077
60;892;2538.740400;96.941173
70;1240;2548.650625;113.156749
80;1282;2558.076875;129.387707
90;1119;2566.400800;145.627869
100;199;2575.011475;161.902424
